#iteration ; converegence_value
50	0.9999121444	1.005509721
100	0.9998287615	1.004846564
150	0.9990242544	1.003988466
200	0.9983242832	1.002974195
250	0.9976026353	1.001825514
300	0.9968548717	1.000557775
350	0.9960163408	0.9992494308
400	0.9951758291	0.9981505896
450	0.9943260789	0.9971815686
500	0.9934684834	0.9962975703
550	0.9925973271	0.99547706
600	0.9917206384	0.994705126
650	0.9908407016	0.9939743805
700	0.9899567343	0.993276073
750	0.989069693	0.9921565849
800	0.9881791204	0.9891991277
850	0.9872869054	0.9861305369
900	0.986391985	0.9830674957
950	0.9854955167	0.9800184447
1000	0.9845943213	0.9772131324
1050	0.9836884313	0.9747236516
1100	0.9828472461	0.9725003082
1150	0.9820237846	0.9703789196
1200	0.9812008115	0.9683716271
1250	0.9803810446	0.9664510257
1300	0.979556978	0.9645735972
1350	0.9787318879	0.9629298106
1400	0.977913922	0.9621180167
1450	0.9771024198	0.9618544894
1500	0.9762960387	0.9617516597
1550	0.9754951672	0.9617837709
1600	0.9747002543	0.9618453216
1650	0.973911341	0.9618560605
1700	0.9731276595	0.9618665521
1750	0.972349203	0.9618787823
1800	0.9715756501	0.9618859549
1850	0.9708069138	0.9618832926
1900	0.9700425399	0.9618772928
1950	0.9692825359	0.9618497331
2000	0.9685264741	0.9617732116
2050	0.9677743957	0.9616428276
2100	0.9670259494	0.9614594033
2150	0.9662810791	0.9612233817
2200	0.9655393576	0.9609351183
2250	0.9648011484	0.9605977617
2300	0.964069811	0.9602152273
2350	0.9633566549	0.9597902663
2400	0.9626709194	0.9593241681
2450	0.9620066044	0.9588185651
2500	0.9613580585	0.9582760798
2550	0.9607236241	0.9577059708
2600	0.9601006626	0.9571252354
2650	0.9594861905	0.9565427645
2700	0.9588788041	0.9559630948
2750	0.9582776135	0.9553882362
2800	0.9576814977	0.9548205232
2850	0.9570896039	0.9542614129
2900	0.956501442	0.9537057703
2950	0.9559166924	0.953112522
3000	0.9553349682	0.9524176902
3050	0.9547559875	0.9516157469
3100	0.9541795425	0.9507328722
3150	0.9536054332	0.9497844302
