#iteration ; converegence_value
50	0.9996742007	1.005509019
100	0.9993118265	1.004790856
150	0.9988388241	1.00386373
200	0.9984798307	1.002768916
250	0.9981125104	1.001530059
300	0.9977437326	1.000163398
350	0.9973679973	0.9987394472
400	0.9969924946	0.9975345156
450	0.996609633	0.996476736
500	0.9962231113	0.9955131893
550	0.9958313555	0.9946195739
600	0.9954360327	0.9937793202
650	0.9950360789	0.9929844273
700	0.9946323691	0.9922245327
750	0.9942245277	0.9912027547
800	0.9938130212	0.9897372564
850	0.993397565	0.9883644768
900	0.9929785469	0.987108329
950	0.9925558384	0.9860450127
1000	0.9921277634	0.9851576932
1050	0.9917025178	0.9843931959
1100	0.9912951762	0.9837464381
1150	0.9908844953	0.9831845463
1200	0.9904689978	0.9826843529
1250	0.9900448413	0.9822381631
1300	0.989611879	0.9818521183
1350	0.989184696	0.9816180744
1400	0.9887732684	0.9817092054
1450	0.9883778452	0.9819194171
1500	0.9879972607	0.9821781102
1550	0.987630648	0.9824202353
1600	0.9872767253	0.9826190115
1650	0.9869342554	0.9828152304
1700	0.9866025613	0.9830102993
1750	0.9862809174	0.9831990653
1800	0.9859685442	0.9833799232
1850	0.9856651161	0.9835544615
1900	0.985370005	0.9837205068
1950	0.9850828177	0.9838726527
2000	0.9848032575	0.9840053254
2050	0.9845308705	0.984117296
2100	0.9842654436	0.984210223
2150	0.9840066741	0.9842820918
2200	0.9837542249	0.9843230009
2250	0.9835081298	0.9843260957
2300	0.9832690037	0.98429038
2350	0.9830431597	0.9842156772
2400	0.9828382457	0.9841040782
2450	0.982649919	0.9839570401
2500	0.982472823	0.9837784812
2550	0.9823021266	0.9835727257
2600	0.9821343972	0.9833458357
2650	0.9819692108	0.983100985
2700	0.9818063761	0.9828397465
2750	0.981645182	0.9825644385
2800	0.9814852125	0.9822803922
2850	0.9813261502	0.981994384
2900	0.9811677386	0.9817098619
2950	0.9810097354	0.9814246832
3000	0.9808520204	0.9811346735
3050	0.980694473	0.9808435608
3100	0.980537013	0.9805544033
3150	0.9803795864	0.9802682929
3200	0.9802221189	0.9799800728
3250	0.9800647122	0.9796852928
3300	0.9799075881	0.9793871619
3350	0.97975065	0.9790904657
3400	0.9795937635	0.9788001761
3450	0.9794368426	0.9785199596
3500	0.9792800413	0.9782522099
3550	0.9791237701	0.977999664
3600	0.9789682262	0.977765674
3650	0.9788134633	0.9775500528
3700	0.978659393	0.9773509858
3750	0.978506065	0.9771672982
3800	0.9783537377	0.9770004676
3850	0.9782028554	0.9768534333
3900	0.9780537485	0.976726042
3950	0.9779066719	0.9766157599
4000	0.9777617879	0.9765192453
4050	0.9776192022	0.9764335034
4100	0.9774789603	0.9763565264
4150	0.977341091	0.9762868904
4200	0.9772055853	0.9762231866
4250	0.9770724357	0.9761643261
4300	0.9769416127	0.9761093807
4350	0.9768130862	0.9760575091
4400	0.9766868232	0.9760076693
4450	0.9765627835	0.9759588676
4500	0.9764409616	0.9759101754
4550	0.9763214243	0.9758609288
4600	0.9762043242	0.9758103998
4650	0.9760897028	0.975757856
4700	0.9759775126	0.9757025649
4750	0.9758677089	0.9756439766
4800	0.9757603642	0.9755816811
4850	0.9756556417	0.9755154534
4900	0.9755535934	0.9754450962
4950	0.9754541289	0.9753706405
5000	0.9753570547	0.9752922153
5050	0.9752621465	0.975210187
5100	0.9751691983	0.9751248879
5150	0.9750780321	0.9750366113
5200	0.9749884923	0.9749455854
5250	0.9749004335	0.974852196
5300	0.9748137362	0.974756923
5350	0.9747282854	0.9746602051
5400	0.974643987	0.9745622437
5450	0.9745607536	0.9744631253
5500	0.974478516	0.9743630199
5550	0.9743972078	0.9742622317
5600	0.9743167704	0.9741610319
5650	0.9742371505	0.9740596057
5700	0.9741583083	0.9739580549
5750	0.9740802165	0.9738566043
5800	0.9740028502	0.9737555642
5850	0.9739261842	0.9736553274
5900	0.9738501923	0.9735562402
5950	0.9737748588	0.973458668
6000	0.9737001785	0.9733629933
6050	0.9736261575	0.9732696343
6100	0.9735528023	0.9731789148
6150	0.9734801196	0.9730910229
6200	0.9734081164	0.9730060618
6250	0.9733368057	0.9729241242
6300	0.9732662066	0.9728453165
6350	0.9731963415	0.9727696998
6400	0.9731272332	0.97269725
6450	0.9730589024	0.9726278602
6500	0.9729913672	0.9725613703
6550	0.9729246417	0.9724975969
6600	0.9728587372	0.9724363425
6650	0.9727936607	0.9723774085
6700	0.9727294184	0.9723205917
6750	0.9726660137	0.9722657053
6800	0.9726034522	0.9722125565
6850	0.9725417354	0.9721609634
6900	0.9724808648	0.9721107319
6950	0.972420839	0.9720616854
7000	0.9723616616	0.972013645
7050	0.9723033387	0.9719664516
7100	0.9722458774	0.9719199439
7150	0.972189279	0.9718739793
7200	0.9721335423	0.9718284207
7250	0.9720786637	0.9717831555
7300	0.9720246411	0.9717380814
7350	0.97197147	0.9716931167
7400	0.9719191422	0.9716481913
7450	0.9718676434	0.9716032576
7500	0.9718169553	0.9715582856
7550	0.9717670553	0.9715132625
7600	0.97171792	0.9714681817
7650	0.9716695241	0.9714230434
